,time,turbine,plantname,power,WS,WD,TEMPER,HUM,PRE,ws,onpower,wd
4017,2013/10/12 20:15,001#,YMGZ,269.25,7.49,79.58,11.69,28.0,883.11,1.99,0.0,141.0
4018,2013/10/12 20:30,001#,YMGZ,301.04,7.5,79.07,11.65,28.0,883.07,1.96,0.0,139.58
4019,2013/10/12 20:45,001#,YMGZ,293.96,8.02,80.28,11.57,28.0,883.09,1.89,0.0,131.88
4020,2013/10/12 21:00,001#,YMGZ,348.3,8.32,79.38,11.54,27.33,882.24,1.78,0.0,128.56
4021,2013/10/12 21:15,001#,YMGZ,396.65,8.18,79.22,11.46,27.27,882.26,1.3,0.0,139.14
4022,2013/10/12 21:30,001#,YMGZ,406.28,8.22,80.04,11.36,27.27,882.03,0.93,0.0,132.51
4023,2013/10/12 21:45,001#,YMGZ,457.48,8.32,80.95,11.28,26.33,877.83,0.49,0.0,151.64
4024,2013/10/12 22:00,001#,YMGZ,510.13,8.18,82.17,11.26,26.27,882.24,0.47,0.0,320.15
4025,2013/10/12 22:15,001#,YMGZ,590.15,8.0,82.44,11.17,26.0,881.98,0.19,0.0,310.49
4026,2013/10/12 22:30,001#,YMGZ,606.49,7.88,80.03,11.13,25.27,878.08,0.46,0.0,297.26
4027,2013/10/12 22:45,001#,YMGZ,607.47,7.71,77.27,11.08,25.27,882.97,0.66,0.0,293.5
4028,2013/10/12 23:00,001#,YMGZ,562.26,7.68,78.37,11.03,25.27,882.89,2.63,0.0,313.65
4029,2013/10/12 23:15,001#,YMGZ,558.53,7.72,81.05,10.98,25.27,882.98,2.19,0.0,335.75
4030,2013/10/12 23:30,001#,YMGZ,539.37,7.84,82.43,10.91,25.0,883.0,3.74,151.29,13.86
4031,2013/10/12 23:45,001#,YMGZ,580.86,8.24,84.16,10.85,25.0,883.76,4.17,314.94,8.5
4032,2013/10/13 0:00,001#,YMGZ,603.4,8.56,85.91,10.8,25.0,884.03,4.53,339.79,8.87
4033,2013/10/13 0:15,001#,YMGZ,498.68,8.59,86.99,10.71,25.0,883.99,4.72,308.71,354.43
4034,2013/10/13 0:30,001#,YMGZ,454.48,8.71,89.81,10.59,25.0,884.0,6.49,818.09,5.12
4035,2013/10/13 0:45,001#,YMGZ,473.14,8.8,93.23,10.47,25.0,884.24,7.25,860.07,356.71
4036,2013/10/13 1:00,001#,YMGZ,470.07,8.44,94.18,10.1,25.0,884.36,7.95,966.89,359.0
4037,2013/10/13 1:15,001#,YMGZ,495.36,7.95,93.86,10.03,25.0,884.6,6.86,868.41,5.13
4038,2013/10/13 1:30,001#,YMGZ,472.27,8.01,91.92,10.19,24.56,884.59,7.03,912.0,7.43
4039,2013/10/13 1:45,001#,YMGZ,512.12,8.45,90.63,10.28,24.0,884.59,7.43,1067.13,7.25
4040,2013/10/13 2:00,001#,YMGZ,583.82,8.57,90.85,10.38,24.0,885.28,6.94,923.07,4.42
4041,2013/10/13 2:15,001#,YMGZ,613.2,8.8,93.19,10.47,24.0,885.39,6.62,788.71,2.43
4042,2013/10/13 2:30,001#,YMGZ,648.9,8.61,96.39,10.57,24.0,885.39,6.81,800.5,358.5
4043,2013/10/13 2:45,001#,YMGZ,628.95,8.06,98.83,10.67,24.0,885.4,7.55,914.86,356.0
4044,2013/10/13 3:00,001#,YMGZ,672.4,8.17,98.47,10.76,24.0,885.35,,,
4045,2013/10/13 3:15,001#,YMGZ,687.04,8.56,97.64,10.84,24.0,885.43,6.04,706.05,4.4
4046,2013/10/13 3:30,001#,YMGZ,0.001,7.65,99.07,11.1,24.0,885.42,5.79,623.11,6.14
4047,2013/10/13 3:45,001#,YMGZ,689.03,6.89,99.07,11.37,24.0,885.61,5.52,489.06,8.5
4048,2013/10/13 4:00,001#,YMGZ,662.92,5.87,97.65,11.57,24.56,885.51,4.96,358.57,3.28
4049,2013/10/13 4:15,001#,YMGZ,586.06,5.08,96.1,11.77,24.0,885.52,4.93,345.5,357.13
4050,2013/10/13 4:30,001#,YMGZ,607.88,4.57,97.46,11.97,24.0,885.53,4.5,280.21,0.14
4051,2013/10/13 4:45,001#,YMGZ,651.41,3.86,102.86,12.19,24.0,885.58,4.29,209.32,351.0
4052,2013/10/13 5:00,001#,YMGZ,672.72,2.81,106.63,12.38,24.0,885.61,4.31,243.22,355.51
4053,2013/10/13 5:15,001#,YMGZ,653.95,2.06,107.37,12.5,24.0,885.63,3.51,172.29,355.71
4054,2013/10/13 5:30,001#,YMGZ,650.42,1.15,93.99,12.64,24.0,884.74,2.68,98.72,355.87
4055,2013/10/13 5:45,001#,YMGZ,635.11,0.64,40.59,12.7,24.0,884.38,2.91,117.32,359.57
4056,2013/10/13 6:00,001#,YMGZ,653.38,0.9,338.7,12.87,24.0,884.28,2.89,107.46,1.14
4057,2013/10/13 6:15,001#,YMGZ,616.34,1.62,313.88,13.13,24.0,884.2,2.9,101.31,356.12
4058,2013/10/13 6:30,001#,YMGZ,585.95,2.63,302.23,13.38,23.56,884.42,3.64,173.54,4.84
4059,2013/10/13 6:45,001#,YMGZ,558.55,3.39,296.84,13.63,23.56,884.38,4.49,238.25,355.25
4060,2013/10/13 7:00,001#,YMGZ,539.75,3.77,295.25,13.83,23.0,884.39,3.92,191.0,356.14
4061,2013/10/13 7:15,001#,YMGZ,524.14,4.02,296.57,13.96,23.0,884.42,3.64,151.29,353.0
4062,2013/10/13 7:30,001#,YMGZ,547.71,4.11,298.99,14.1,22.0,884.35,3.23,126.53,2.25
4063,2013/10/13 7:45,001#,YMGZ,612.04,4.24,298.67,14.27,22.0,884.29,2.52,89.54,2.71
4064,2013/10/13 8:00,001#,YMGZ,628.52,4.43,294.06,14.42,21.0,884.52,1.98,27.38,1.38
4065,2013/10/13 8:15,001#,YMGZ,627.2,4.74,287.5,14.56,21.0,884.46,2.13,0.0,340.71
4066,2013/10/13 8:30,001#,YMGZ,653.48,5.14,280.96,14.7,20.56,884.7,2.28,0.0,336.31
4067,2013/10/13 8:45,001#,YMGZ,697.06,5.64,275.25,14.82,20.0,884.91,2.1,0.0,334.51
4068,2013/10/13 9:00,001#,YMGZ,682.58,6.21,269.67,14.95,21.0,885.0,1.98,0.0,342.0
4069,2013/10/13 9:15,001#,YMGZ,617.37,6.78,266.31,15.01,21.0,885.1,1.62,0.0,331.43
4070,2013/10/13 9:30,001#,YMGZ,603.55,7.29,266.15,15.03,21.0,884.96,1.38,0.0,326.23
4071,2013/10/13 9:45,001#,YMGZ,632.64,7.74,269.82,15.04,21.0,884.83,1.42,0.0,322.98
4072,2013/10/13 10:00,001#,YMGZ,618.75,8.01,276.33,14.92,22.0,885.42,1.59,0.0,312.86
4073,2013/10/13 10:15,001#,YMGZ,667.39,8.27,282.85,14.77,22.0,885.3,1.84,0.0,323.48
4074,2013/10/13 10:30,001#,YMGZ,671.92,8.35,288.26,14.7,22.0,885.05,1.47,0.0,333.73
4075,2013/10/13 10:45,001#,YMGZ,642.24,8.21,292.52,14.54,23.0,885.34,2.02,0.0,350.06
4076,2013/10/13 11:00,001#,YMGZ,653.34,8.02,294.79,14.33,23.56,886.11,1.94,0.0,20.84
4077,2013/10/13 11:15,001#,YMGZ,710.88,7.88,296.96,14.17,24.0,886.01,1.66,0.0,34.36
4078,2013/10/13 11:30,001#,YMGZ,631.51,7.81,299.65,13.97,24.0,886.0,1.72,0.0,36.1
4079,2013/10/13 11:45,001#,YMGZ,573.73,7.79,302.89,13.78,25.0,886.39,1.75,0.0,25.92
4080,2013/10/13 12:00,001#,YMGZ,544.55,7.76,306.88,13.58,25.0,886.72,2.28,0.0,49.26
4081,2013/10/13 12:15,001#,YMGZ,448.28,7.75,311.31,13.38,26.0,886.85,2.38,0.0,52.79
4082,2013/10/13 12:30,001#,YMGZ,409.91,7.77,315.2,13.18,26.0,886.38,1.69,0.0,85.14
4083,2013/10/13 12:45,001#,YMGZ,329.1,7.76,318.57,13.01,27.0,886.67,1.14,0.0,78.42
4084,2013/10/13 13:00,001#,YMGZ,284.68,7.7,320.97,12.79,27.0,886.64,1.87,0.0,113.99
4085,2013/10/13 13:15,001#,YMGZ,216.3,7.5,324.6,12.56,28.0,886.59,1.76,0.0,142.3
4086,2013/10/13 13:30,001#,YMGZ,129.4,7.3,331.19,12.22,28.0,884.15,2.16,0.0,122.13
4087,2013/10/13 13:45,001#,YMGZ,46.85,7.15,340.76,11.89,29.27,885.47,3.0,0.0,156.33
4088,2013/10/13 14:00,001#,YMGZ,277.65,7.15,351.06,11.53,30.27,883.08,3.57,114.64,351.45
4089,2013/10/13 14:15,001#,YMGZ,335.21,7.34,0.3,11.23,31.89,882.87,3.77,213.82,356.48
4090,2013/10/13 14:30,001#,YMGZ,384.0,7.56,6.48,10.98,33.89,886.02,5.85,483.47,353.57
4091,2013/10/13 14:45,001#,YMGZ,433.48,7.75,9.97,10.79,34.89,885.87,5.35,377.93,347.9
4092,2013/10/13 15:00,001#,YMGZ,494.36,7.7,10.76,10.73,36.27,885.92,5.46,504.75,359.57
4093,2013/10/13 15:15,001#,YMGZ,498.46,7.58,13.08,10.68,37.27,887.52,5.72,579.25,0.32
4094,2013/10/13 15:30,001#,YMGZ,525.68,7.21,16.19,10.53,38.27,887.85,8.59,1224.75,3.0
4095,2013/10/13 15:45,001#,YMGZ,571.2,7.07,23.66,10.23,39.27,888.14,8.91,1069.59,357.87
4096,2013/10/13 16:00,001#,YMGZ,557.27,7.08,31.48,9.85,40.27,888.25,9.35,1304.82,2.84
4097,2013/10/13 16:15,001#,YMGZ,605.02,8.17,355.77,8.65,45.0,886.63,9.64,1305.89,357.93
4098,2013/10/13 16:30,001#,YMGZ,579.4,8.28,358.58,8.42,46.0,888.13,10.21,1438.06,1.01
4099,2013/10/13 16:45,001#,YMGZ,592.48,8.31,0.33,8.24,46.56,888.62,10.43,1421.25,5.98
4100,2013/10/13 17:00,001#,YMGZ,639.25,8.24,1.66,8.12,47.0,888.58,10.25,1405.88,358.91
4101,2013/10/13 17:15,001#,YMGZ,666.56,8.2,3.24,7.96,48.0,888.53,9.98,1374.14,357.29
4102,2013/10/13 17:30,001#,YMGZ,714.59,7.99,4.77,7.76,48.0,887.93,10.18,1409.69,356.26
4103,2013/10/13 17:45,001#,YMGZ,723.2,7.74,7.19,7.59,49.0,887.89,12.27,1502.82,4.0
4104,2013/10/13 18:00,001#,YMGZ,732.63,7.49,11.28,7.45,49.67,887.94,11.55,1504.14,5.25
4105,2013/10/13 18:15,001#,YMGZ,737.19,7.21,15.96,7.33,50.0,887.91,9.96,1325.97,357.85
4106,2013/10/13 18:30,001#,YMGZ,742.0,6.87,23.34,7.27,51.0,888.15,8.38,1124.25,354.57
4107,2013/10/13 18:45,001#,YMGZ,727.01,6.59,33.77,7.05,52.0,888.39,8.81,1324.84,0.63
4108,2013/10/13 19:00,001#,YMGZ,687.4,6.48,48.94,6.61,53.0,889.11,7.79,1171.96,1.0
4109,2013/10/13 19:15,001#,YMGZ,734.41,6.85,63.34,6.24,54.0,889.42,8.29,1222.71,0.0
4110,2013/10/13 19:30,001#,YMGZ,687.82,7.51,70.2,5.82,55.0,889.79,6.76,850.31,3.13
4111,2013/10/13 19:45,001#,YMGZ,658.41,8.13,70.25,5.4,56.0,890.08,6.97,894.71,2.14
4112,2013/10/13 20:00,001#,YMGZ,649.52,8.48,66.86,4.95,57.0,890.33,6.52,723.53,355.5
4113,2013/10/13 20:15,001#,YMGZ,617.57,8.58,63.3,4.57,58.0,890.41,6.78,886.11,4.57
4114,2013/10/13 20:30,001#,YMGZ,567.0,8.67,60.2,4.26,58.0,890.49,5.63,635.04,1.57
4115,2013/10/13 20:45,001#,YMGZ,540.25,8.73,59.22,4.12,59.0,890.57,6.16,664.44,2.49
4116,2013/10/13 21:00,001#,YMGZ,541.72,8.76,60.23,4.03,59.0,890.54,5.16,509.82,359.58
4117,2013/10/13 21:15,001#,YMGZ,491.19,8.84,61.5,3.97,59.56,890.54,3.1,139.06,1.76
4118,2013/10/13 21:30,001#,YMGZ,505.66,8.95,62.56,3.89,60.0,890.59,7.33,980.89,358.27
4119,2013/10/13 21:45,001#,YMGZ,457.27,9.08,64.49,3.84,60.0,890.49,9.36,1372.39,357.57
4120,2013/10/13 22:00,001#,YMGZ,498.77,9.02,67.11,3.82,60.0,890.5,7.32,1048.63,1.88
4121,2013/10/13 22:15,001#,YMGZ,605.97,9.14,67.92,3.66,60.0,890.5,6.43,803.93,6.29
4122,2013/10/13 22:30,001#,YMGZ,577.71,9.53,68.65,3.6,59.0,890.44,5.66,629.94,4.75
4123,2013/10/13 22:45,001#,YMGZ,605.21,9.58,70.8,3.4,59.0,890.41,7.07,933.82,2.14
4124,2013/10/13 23:00,001#,YMGZ,579.3,9.65,69.69,3.23,59.0,890.52,6.79,660.22,358.63
4125,2013/10/13 23:15,001#,YMGZ,577.06,9.88,68.87,3.14,59.0,891.29,5.69,595.11,5.29
4126,2013/10/13 23:30,001#,YMGZ,509.14,10.47,69.42,3.07,57.0,891.38,4.13,284.39,7.28
4127,2013/10/13 23:45,001#,YMGZ,546.56,11.08,71.05,3.08,56.0,891.44,3.07,143.53,359.0
4128,2013/10/14 0:00,001#,YMGZ,526.65,11.48,74.06,3.14,54.0,891.32,1.4,1.21,15.43
4129,2013/10/14 0:15,001#,YMGZ,662.23,11.78,77.0,3.17,53.0,891.36,2.0,0.0,351.75
4130,2013/10/14 0:30,001#,YMGZ,652.49,12.02,78.79,3.16,52.0,891.38,1.71,0.0,9.01
4131,2013/10/14 0:45,001#,YMGZ,613.1,12.21,79.78,3.12,51.0,891.54,1.87,0.0,5.01
4132,2013/10/14 1:00,001#,YMGZ,609.92,12.22,79.99,3.14,49.0,892.13,1.82,0.0,17.57
4133,2013/10/14 1:15,001#,YMGZ,644.73,12.12,82.09,3.13,47.0,892.91,1.8,0.0,41.01
4134,2013/10/14 1:30,001#,YMGZ,591.72,11.95,83.5,3.51,45.0,892.9,2.11,0.0,63.58
4135,2013/10/14 1:45,001#,YMGZ,540.01,12.15,85.09,3.85,44.0,892.38,2.84,8.91,41.61
4136,2013/10/14 2:00,001#,YMGZ,533.03,12.2,86.93,4.15,43.0,892.25,2.71,112.93,356.28
4137,2013/10/14 2:15,001#,YMGZ,463.13,12.25,88.12,4.47,40.73,893.0,3.59,148.97,354.37
4138,2013/10/14 2:30,001#,YMGZ,450.22,12.28,88.9,4.77,39.0,893.01,4.19,210.29,352.43
4139,2013/10/14 2:45,001#,YMGZ,403.17,12.26,89.9,5.08,38.0,893.19,4.32,242.28,355.87
4140,2013/10/14 3:00,001#,YMGZ,491.92,12.33,90.9,5.33,37.73,892.52,,,
4141,2013/10/14 3:15,001#,YMGZ,540.22,12.3,90.98,5.67,37.0,892.32,5.59,420.7,353.2
4142,2013/10/14 3:30,001#,YMGZ,0.001,12.29,91.02,6.0,36.0,892.4,5.7,430.84,353.5
4143,2013/10/14 3:45,001#,YMGZ,579.98,12.24,90.47,6.31,36.0,892.38,5.83,428.43,351.71
4144,2013/10/14 4:00,001#,YMGZ,635.15,12.08,90.29,6.62,35.56,892.4,5.74,519.0,356.87
4145,2013/10/14 4:15,001#,YMGZ,601.5,11.94,90.22,6.98,35.0,892.4,5.66,476.36,356.86
4146,2013/10/14 4:30,001#,YMGZ,643.81,11.91,90.26,7.29,34.0,892.43,5.71,484.71,357.29
4147,2013/10/14 4:45,001#,YMGZ,661.01,11.84,90.07,7.66,34.0,892.34,5.44,458.81,356.62
4148,2013/10/14 5:00,001#,YMGZ,660.84,11.89,90.5,7.97,32.95,891.47,5.34,441.54,357.71
4149,2013/10/14 5:15,001#,YMGZ,709.95,11.88,90.98,8.29,31.0,891.52,5.51,449.47,354.5
4150,2013/10/14 5:30,001#,YMGZ,729.2,11.79,91.98,8.64,29.0,890.45,5.62,450.32,354.43
4151,2013/10/14 5:45,001#,YMGZ,740.52,11.67,92.98,8.95,27.73,890.46,6.1,521.69,352.12
4152,2013/10/14 6:00,001#,YMGZ,714.16,11.61,93.07,9.24,26.0,890.42,6.9,666.61,351.14
4153,2013/10/14 6:15,001#,YMGZ,713.3,11.59,93.23,9.51,25.0,890.46,6.79,745.71,354.71
4154,2013/10/14 6:30,001#,YMGZ,729.84,11.49,93.24,9.8,24.0,890.45,7.2,998.28,2.63
4155,2013/10/14 6:45,001#,YMGZ,710.61,11.49,93.82,10.03,23.0,890.43,7.33,1097.07,0.86
4156,2013/10/14 7:00,001#,YMGZ,631.64,11.62,94.06,10.21,22.0,890.38,7.92,1104.0,359.62
4157,2013/10/14 7:15,001#,YMGZ,604.71,11.85,93.47,10.32,21.56,889.49,8.3,1270.96,357.86
4158,2013/10/14 7:30,001#,YMGZ,697.85,12.06,93.3,10.42,21.56,889.48,9.61,1495.71,354.43
4159,2013/10/14 7:45,001#,YMGZ,801.38,12.23,92.47,10.53,21.0,889.37,9.62,1510.94,357.12
4160,2013/10/14 8:00,001#,YMGZ,810.24,12.28,92.47,10.7,20.0,889.38,9.99,1513.04,358.0
4161,2013/10/14 8:15,001#,YMGZ,800.69,12.3,92.07,10.83,19.0,889.43,9.45,1510.09,3.37
4162,2013/10/14 8:30,001#,YMGZ,786.42,12.24,91.28,10.99,18.0,889.44,10.43,1512.75,358.86
4163,2013/10/14 8:45,001#,YMGZ,838.33,12.23,91.24,11.11,18.0,889.41,11.54,1509.82,355.43
4164,2013/10/14 9:00,001#,YMGZ,869.45,12.32,91.08,11.25,17.0,889.35,12.2,1511.06,355.87
4165,2013/10/14 9:15,001#,YMGZ,865.79,12.56,91.16,11.27,17.0,889.31,12.2,1508.61,352.71
4166,2013/10/14 9:30,001#,YMGZ,836.65,12.91,91.24,11.24,17.0,888.51,10.87,1512.71,354.14
4167,2013/10/14 9:45,001#,YMGZ,832.76,13.25,91.08,11.12,17.56,888.3,10.1,1476.68,0.14
4168,2013/10/14 10:00,001#,YMGZ,893.08,13.54,90.24,10.95,18.0,889.16,11.02,1511.38,1.5
4169,2013/10/14 10:15,001#,YMGZ,920.28,13.64,89.13,10.72,18.56,889.06,13.16,1508.64,358.28
4170,2013/10/14 10:30,001#,YMGZ,921.7,13.11,87.79,10.68,19.56,888.97,12.15,1513.75,357.14
4171,2013/10/14 10:45,001#,YMGZ,955.59,12.93,86.53,10.48,20.56,888.97,12.02,1514.06,2.24
4172,2013/10/14 11:00,001#,YMGZ,980.22,12.93,86.36,10.24,22.0,889.03,11.95,1514.39,1.57
4173,2013/10/14 11:15,001#,YMGZ,1005.41,12.99,85.6,10.03,22.56,889.19,13.09,1512.04,2.28
4174,2013/10/14 11:30,001#,YMGZ,943.39,13.12,84.0,9.78,24.0,889.28,13.21,1513.81,5.87
4175,2013/10/14 11:45,001#,YMGZ,958.0,13.39,82.84,9.56,25.0,889.25,13.06,1513.96,5.13
4176,2013/10/14 12:00,001#,YMGZ,983.45,13.72,82.31,9.33,26.0,888.52,12.89,1511.91,357.62
4177,2013/10/14 12:15,001#,YMGZ,927.38,13.98,81.89,9.12,27.0,888.0,11.3,1511.68,359.26
4178,2013/10/14 12:30,001#,YMGZ,915.07,14.28,80.88,8.87,28.56,887.24,12.42,1475.5,354.15
4179,2013/10/14 12:45,001#,YMGZ,882.11,14.53,79.97,8.7,29.56,886.93,11.76,1516.04,358.99
4180,2013/10/14 13:00,001#,YMGZ,914.61,14.74,79.0,8.53,30.0,886.43,12.11,1511.44,358.75
4181,2013/10/14 13:15,001#,YMGZ,949.25,14.87,78.26,8.38,31.0,886.05,12.81,1510.29,351.14
4182,2013/10/14 13:30,001#,YMGZ,942.3,14.92,77.6,8.23,31.0,885.75,12.18,1506.86,0.28
4183,2013/10/14 13:45,001#,YMGZ,862.58,15.03,76.61,8.06,32.0,885.52,12.52,1508.66,3.11
4184,2013/10/14 14:00,001#,YMGZ,926.17,15.16,76.09,7.86,32.0,885.81,13.28,1512.18,0.29
4185,2013/10/14 14:15,001#,YMGZ,945.88,15.36,75.91,7.71,32.0,885.19,13.37,1512.39,358.28
4186,2013/10/14 14:30,001#,YMGZ,919.04,15.56,76.25,7.59,32.0,883.77,13.24,1509.34,0.62
4187,2013/10/14 14:45,001#,YMGZ,909.81,15.8,77.16,7.48,32.0,883.6,13.47,1507.64,1.29
4188,2013/10/14 15:00,001#,YMGZ,927.4,15.97,78.05,7.32,33.0,883.37,14.06,1511.94,0.25
4189,2013/10/14 15:15,001#,YMGZ,930.94,16.07,78.84,7.22,33.0,883.16,13.97,1509.11,1.73
4190,2013/10/14 15:30,001#,YMGZ,982.88,16.1,79.05,7.12,33.0,882.9,13.46,1501.79,359.43
4191,2013/10/14 15:45,001#,YMGZ,1065.08,16.11,79.06,6.96,34.0,883.84,13.74,1513.06,357.87
4192,2013/10/14 16:00,001#,YMGZ,1033.06,15.96,78.61,6.77,34.0,883.46,15.09,1510.21,355.42
4193,2013/10/14 16:15,001#,YMGZ,990.64,17.77,73.0,6.97,23.0,884.38,14.9,1510.88,4.36
4194,2013/10/14 16:30,001#,YMGZ,1015.41,17.52,73.03,6.88,23.0,885.08,13.78,1512.11,358.71
4195,2013/10/14 16:45,001#,YMGZ,950.84,17.37,72.92,6.8,24.0,885.04,15.98,1511.0,357.12
4196,2013/10/14 17:00,001#,YMGZ,1007.17,17.38,72.06,6.66,24.0,884.41,16.12,1510.68,358.28
4197,2013/10/14 17:15,001#,YMGZ,954.79,17.47,71.5,6.52,25.0,884.12,13.65,1510.04,356.86
4198,2013/10/14 17:30,001#,YMGZ,991.67,17.33,71.28,6.41,25.0,884.14,15.42,1507.84,3.64
4199,2013/10/14 17:45,001#,YMGZ,985.4,17.06,70.49,6.31,25.0,884.04,15.49,1507.46,1.71
4200,2013/10/14 18:00,001#,YMGZ,1031.0,16.84,70.49,6.25,25.0,884.07,16.12,1506.28,4.0
4201,2013/10/14 18:15,001#,YMGZ,1015.29,16.6,70.59,6.21,26.0,884.1,16.16,1504.36,5.43
4202,2013/10/14 18:30,001#,YMGZ,950.74,16.36,70.75,6.17,26.0,884.15,14.23,1513.59,2.75
4203,2013/10/14 18:45,001#,YMGZ,937.14,16.2,71.37,6.09,27.0,884.2,13.86,1510.75,5.43
4204,2013/10/14 19:00,001#,YMGZ,923.62,15.99,71.53,6.02,27.0,884.24,14.1,1507.93,4.0
4205,2013/10/14 19:15,001#,YMGZ,986.72,15.63,71.4,5.93,28.0,884.33,13.09,1506.28,1.87
4206,2013/10/14 19:30,001#,YMGZ,962.13,15.06,71.34,5.82,28.56,884.37,13.39,1513.89,357.29
4207,2013/10/14 19:45,001#,YMGZ,993.47,14.55,71.03,5.72,29.0,884.48,13.46,1510.88,356.0
4208,2013/10/14 20:00,001#,YMGZ,997.45,14.26,71.15,5.65,30.0,884.62,13.36,1509.82,351.86
4209,2013/10/14 20:15,001#,YMGZ,1002.59,14.18,70.41,5.54,30.56,884.71,13.92,1512.72,350.13
4210,2013/10/14 20:30,001#,YMGZ,969.06,14.28,70.09,5.52,31.0,884.65,14.51,1512.57,349.86
4211,2013/10/14 20:45,001#,YMGZ,944.8,14.44,69.77,5.56,31.0,884.72,14.54,1511.93,349.71
4212,2013/10/14 21:00,001#,YMGZ,996.79,14.43,70.57,5.62,31.0,884.6,14.02,1514.06,359.62
4213,2013/10/14 21:15,001#,YMGZ,961.29,14.21,70.45,5.64,31.0,884.56,14.29,1505.18,357.29
4214,2013/10/14 21:30,001#,YMGZ,918.18,13.95,71.24,5.63,32.0,884.66,13.57,1503.59,351.5
4215,2013/10/14 21:45,001#,YMGZ,931.56,13.67,72.9,5.62,32.0,884.7,13.47,1511.71,352.0
4216,2013/10/14 22:00,001#,YMGZ,926.62,13.24,72.51,5.58,32.0,884.69,13.09,1508.69,351.87
4217,2013/10/14 22:15,001#,YMGZ,957.66,12.86,71.88,5.52,32.56,884.78,13.88,1510.54,352.0
4218,2013/10/14 22:30,001#,YMGZ,1043.07,12.63,71.32,5.49,33.0,884.73,13.02,1511.82,350.86
4219,2013/10/14 22:45,001#,YMGZ,1086.75,12.36,71.3,5.41,33.56,884.7,13.9,1513.63,353.75
4220,2013/10/14 23:00,001#,YMGZ,1106.85,12.11,71.56,5.27,33.56,884.69,13.65,1510.29,353.43
4221,2013/10/14 23:15,001#,YMGZ,1124.53,11.85,72.07,5.25,34.0,884.64,13.85,1509.56,354.0
4222,2013/10/14 23:30,001#,YMGZ,1075.54,11.54,72.27,5.25,34.0,885.67,13.29,1513.89,352.86
4223,2013/10/14 23:45,001#,YMGZ,1112.14,11.24,72.78,5.19,34.56,885.63,12.98,1512.53,352.38
4224,2013/10/15 0:00,001#,YMGZ,1061.46,11.19,72.89,5.15,35.0,885.66,13.75,1506.46,353.43
4225,2013/10/15 0:15,001#,YMGZ,1424.41,11.16,73.83,5.08,35.0,885.68,13.48,1520.78,352.5
4226,2013/10/15 0:30,001#,YMGZ,1414.09,11.16,74.15,4.99,35.56,885.67,14.18,1509.0,353.57
4227,2013/10/15 0:45,001#,YMGZ,1373.78,11.22,74.04,4.92,36.0,885.72,14.17,1509.29,353.57
4228,2013/10/15 1:00,001#,YMGZ,1403.29,11.32,74.15,4.84,36.0,886.89,14.35,1512.16,355.0
4229,2013/10/15 1:15,001#,YMGZ,1399.65,11.25,75.29,4.4,36.0,887.04,13.92,1510.18,354.57
4230,2013/10/15 1:30,001#,YMGZ,1402.71,11.01,77.0,4.57,36.0,887.2,13.94,1508.89,352.43
4231,2013/10/15 1:45,001#,YMGZ,1388.15,11.49,80.01,4.98,34.0,887.11,13.76,1507.19,356.12
4232,2013/10/15 2:00,001#,YMGZ,1337.48,12.03,82.54,5.28,33.0,887.12,12.64,1510.46,358.14
4233,2013/10/15 2:15,001#,YMGZ,1338.68,12.42,86.1,5.5,33.0,887.12,12.11,1513.72,357.5
4234,2013/10/15 2:30,001#,YMGZ,1367.33,12.33,89.07,5.7,32.0,887.17,11.68,1506.89,355.86
4235,2013/10/15 2:45,001#,YMGZ,1364.1,11.87,92.02,5.85,32.0,887.27,11.53,1507.31,354.37
4236,2013/10/15 3:00,001#,YMGZ,1337.77,11.16,93.86,6.04,32.0,887.52,,,
4237,2013/10/15 3:15,001#,YMGZ,1307.05,10.21,94.84,6.23,32.0,887.63,10.27,1514.05,354.4
4238,2013/10/15 3:30,001#,YMGZ,0.001,9.37,94.73,6.43,31.0,887.85,9.39,1381.93,353.71
4239,2013/10/15 3:45,001#,YMGZ,1194.19,8.67,95.38,6.7,30.0,887.83,8.54,1190.84,353.12
4240,2013/10/15 4:00,001#,YMGZ,1190.36,7.93,95.41,6.93,29.0,887.58,8.2,1145.11,353.14
4241,2013/10/15 4:15,001#,YMGZ,1156.95,7.16,95.31,7.19,28.0,887.52,8.29,1020.82,352.0
4242,2013/10/15 4:30,001#,YMGZ,1175.34,6.27,94.74,7.42,28.0,887.52,7.84,1013.75,352.75
4243,2013/10/15 4:45,001#,YMGZ,1190.26,5.58,93.02,7.68,27.0,887.49,8.12,956.0,353.14
4244,2013/10/15 5:00,001#,YMGZ,1192.1,5.05,89.61,7.88,26.0,887.46,8.31,987.25,351.71
4245,2013/10/15 5:15,001#,YMGZ,1191.18,4.54,86.68,8.04,26.0,886.43,7.75,965.97,352.5
4246,2013/10/15 5:30,001#,YMGZ,1171.26,4.09,84.18,8.23,25.0,886.37,8.22,1111.68,357.29
4247,2013/10/15 5:45,001#,YMGZ,1139.02,3.81,81.95,8.43,25.0,886.35,8.4,1088.96,354.43
4248,2013/10/15 6:00,001#,YMGZ,1078.4,3.6,82.01,8.64,25.0,885.64,8.48,1030.53,352.75
4249,2013/10/15 6:15,001#,YMGZ,1024.52,3.23,84.81,8.82,24.0,886.39,8.15,1154.86,352.57
4250,2013/10/15 6:30,001#,YMGZ,1003.16,2.83,85.85,9.04,24.0,886.37,8.57,1189.39,353.43
